area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Discards,Unreported,longline,,1.2160957533
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,11.5943065545
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,0.9334494549
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Discards,Unreported,longline,,23.2800620462
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,175.4232068888
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,27.2581136495
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,longline,,0.3259472673
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,0.0989823695
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,,0.1034768901
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0393419783
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,gillnet,Direct human consumption,0.1118231249,283.42320227488227
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1966,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,3.5889898205,9096.53516235733
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,unknown class,Direct human consumption,218.1913526450,79525.70781884766
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.1092048812,0.002543726661453709
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,unknown class,Other,0.1092048812,0.002543726661453709
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,,0.9460256900
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,17.2436866100
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Unreported,longline,Direct human consumption,0.9266145789,757.2760425732356
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0004637711,0.0014666177073888115
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Unreported,longline,Other,0.0004637711,0.0014666177073888115
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Unreported,longline,Direct human consumption,16.8898705227,7902.696102141031
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0084533887,0.018059075258616473
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Unreported,longline,Other,0.0084533887,0.018059075258616473
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Direct human consumption,0.4649952603,518.546439429031
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0002327304,1.0231288617345593e-05
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Other,0.0002327304,1.0231288617345593e-05
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Direct human consumption,8.4757027631,5411.386167683311
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0042420935,0.00012598212471408445
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Other,0.0042420935,0.00012598212471408445
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Landings,Unreported,unknown class,Direct human consumption,0.0838448812,84.71032805364318
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Landings,Unreported,unknown class,Fishmeal and fish oil,0.0000419644,0.00034619011462173226
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Landings,Unreported,unknown class,Other,0.0000419644,0.00034619011462173226
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,339.2633180047,196241.33630773122
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.1698014605,0.946294696748181
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.1698014605,0.946294696748181
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Unreported,unknown class,Direct human consumption,1.5282828753,884.0103182133588
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Unreported,unknown class,Fishmeal and fish oil,0.0007649063,0.004262783222614136
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Unreported,unknown class,Other,0.0007649063,0.004262783222614136
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Direct human consumption,1.0024094931,497.59948056413805
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0005017065,2.2056011561189208e-05
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Other,0.0005017065,2.2056011561189208e-05
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Direct human consumption,18.2714225877,5192.791286549844
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0091448562,0.0002715848707180273
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Other,0.0091448562,0.0002715848707180273
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Direct human consumption,0.0209292158,10.389333899331435
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0000104751,4.60505441719755e-07
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Other,0.0000104751,4.60505441719755e-07
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Direct human consumption,0.3814873538,108.41981225674935
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0001909346,5.670395567657373e-06
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Other,0.0001909346,5.670395567657373e-06
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Alopias vulpinus","Thresher","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Direct human consumption,0.4578401995,227.2734316894711
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Alopias vulpinus","Thresher","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0002291492,1.0073855847299265e-05
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Alopias vulpinus","Thresher","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Unreported,longline,Other,0.0002291492,1.0073855847299265e-05
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Alopias vulpinus","Thresher","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Direct human consumption,8.3452838565,2371.7538733421916
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Alopias vulpinus","Thresher","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0041768187,0.00012404358918391818
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1967,"Alopias vulpinus","Thresher","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Unreported,longline,Other,0.0041768187,0.00012404358918391818
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,,12.6870084654
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,,36.7532048061
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,8.0032235725
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,,4.6235859623
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0664515202,0.013016299241479703
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,,17.0597873702
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.4192377793,611.8586731434119
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0085478170,12.475154235408045
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,3.7281051975
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Discards,Unreported,longline,,2.8561527790
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,,9.0934911168
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Discards,Unreported,longline,,1.7016592319
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,longline,,0.4044822689
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,3.5645980738
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.5507353739
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Discards,Unreported,longline,,2.5107574544
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,8.0332543717
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,1.4943233507
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Discards,Unreported,longline,,0.3775455819
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,1.0260332188
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Taiwan",Industrial,Discards,Unreported,longline,,1.4947611420
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,,4.4185917658
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Korea (South)",Industrial,Discards,Unreported,longline,,0.5178014664
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.5359697476,637.7718414477193
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,,0.5483772756
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,gillnet,,0.0020736240
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0600610618
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,longline,,5.9644353166
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,116.5784100948,235122.68191899636
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,6.4535505234
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0075674395
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,267.1657800957,851174.1454382441
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,0.7438173832,2369.7575538118467
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,4.3458993164,13845.77446816651
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,4.1897896056
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,76.7456729568,110209.39571885194
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.0395637040,113.02768648132735
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,,0.0017037489
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,0.0949528893,315.575262849058
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,longline,,2.1868397448
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,15.6867118423,29764.876878958712
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,6.1904799971
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,,0.0741654966
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0412454010
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,63.2619682205,256046.6799613657
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,7.4637898139,30208.96528427648
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,gillnet,Direct human consumption,0.0174540537,70.6435892559869
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,6.9903486015,28292.757900921955
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.8852534871
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,4.8272184590,6521.649373567151
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,,0.0185721026
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,0.3286517640,760.9977605611132
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,5.3753856260,9222.172841523674
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,0.3993315063
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,16.7323575002,20377.367722802046
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Discards,Unreported,longline,,1.6145134997
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,5.5719502988,20567.361245513315
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1967,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,10.4415022120
